Auction Date,Make,Model,Year,Kilometers,Miles,Mileage Notes,Sale_Status,Final Bid Price,VIN,Details,URL
10/31/22,BMW,E63/E64 6-SERIES,2009,20921,13000,13k Miles,Not Sold,24750.0,WBAEB53519CX64081,"Chassis: WBAEB53519CX64081 ,13k Miles ,4.8-Liter V8 ,6-Speed Automatic Transmission ,Imola Red Paint ,Cream Beige Dakota Leather Upholstery ,Black Soft Top ,Sport Package ,Dynamic Driving Control ,Adaptive Xenon Headlights w/Washers ,Dual-Zone Automatic Climate Control ,Power-Adjustable & Heated Front Seats ,iDrive w/Navigation ,AM/FM/CD Stereo ,Park Distance Control ,Clean Carfax Report",https://bringatrailer.com/listing/2009-bmw-650-11/
10/31/22,FORD,U725 BRONCO,2022,1239,770,770 Miles,Sold,80000.0,1FMEE5DP0NLB34536,"Chassis: 1FMEE5DP0NLB34536 ,770 Miles ,Twin-Turbocharged 2.7L EcoBoost V6 ,Ten-Speed Automatic Transmission ,Dual-Range Transfer Case ,Locking Front & Rear Differentials ,G.O.A.T. Terrain Management System ,Carbonized Gray Metallic Paint ,Black & Sandstone Leather/Vinyl Upholstery ,17"" Beadlock-Capable Wheels ,Sasquatch, High, & Lux Packages ,Heated Front Seats ,Heated Steering Wheel ,SYNC4 Infotainment W/ 12"" Touchscreen ,Ten-Speaker Bang & Olufsen Sound System ,Ford Co-Pilot360 ,Window Sticker ,Clean Carfax Report",https://bringatrailer.com/listing/2022-ford-bronco-4-door-131/
10/31/22,FIAT,124 SPIDER,1981,93341,58000,58k Miles Shown,Not Sold,10500.0,ZFAAS00B6B8187207,"Chassis: ZFAAS00B6B8187207 ,58k Miles Shown ,Turbocharged 2.0-Liter Inline-Four  ,5-Speed Manual Transmission  ,Red Paint ,Black Soft Top ,Tan Vinyl Upholstery ,14"" Cromodora Wheels ,Four-Wheel Disc Brakes ,Woodgrain Interior Trim ,AM/FM Cassette Stereo ,Cabin Heater ,Manufacturer's Literature ,Carfax Report",https://bringatrailer.com/listing/1981-fiat-spider-2000-32/
10/31/22,JAGUAR,MKII,1960,8046,5000,"5k Miles Shown, TMU",Sold,12800.0,P211296BW,"Chassis: P211296BW ,5k Miles Shown, TMU ,3.8-Liter Inline-Six  ,Three-Speed Automatic Transmission ,Silver Paint ,Red Leather Upholstery ,Dual SU Carburetors ,Chrome 15” Wire-Spoke Wheels ,Four Wheel Disc Brakes ,Rear Picnic Tables ,Cassette Radio",https://bringatrailer.com/listing/1960-jaguar-mk-ii-11/
10/31/22,HONDA,MOTORCYCLES,1981,2172,1350,"1,350 Miles Shown",Sold,4200.0,JH2JD0101BS102140,"Chassis: JH2JD0101BS102140 ,1,350 Miles Shown ,105cc Four-Stroke SOHC Single ,Automatic Clutch ,Dual-Range Four-Speed Transmission ,Tahitian Red w/Black, Red & White Graphics ,Chrome 17"" Rims ,Quick-Release Handlebar Clamp ,Auxiliary Fuel Tank ,Street Lighting  ,Black Vinyl Solo Seat ,High-Mount Exhaust w/Heat Shields ,Passenger Pillion Pad ,Front & Rear Luggage Racks ,Dual Mirrors ,Center & Side Stands ,Tool Kit",https://bringatrailer.com/listing/1981-honda-1981-honda-trail-ct110/
10/31/22,JEEP,CJ-7,1979,128747,80000,"80k Miles Shown, TMU ",Sold,25333.0,J9A93EH819929,"Chassis: J9A93EH819929 ,80k Miles Shown, TMU  ,Replacement 360ci V8 ,Three-Speed Automatic Transmission ,Dual-Range Transfer Case ,Blue Paint ,Denim Upholstery ,15"" Cragar Steel Wheels ,Removable Full-Frame Doors ,Power Steering & Brakes ,AM/FM Stereo ,Bikini Top & White Hardtop",https://bringatrailer.com/listing/1979-jeep-cj-7-6/
10/31/22,DATSUN,PICKUP,1977,8046,5000,"5k Miles Shown, TMU",Sold,4800.0,HL620238560,"Chassis: HL620238560 ,5k Miles Shown, TMU ,2.0-Liter L20B Inline-Four ,Five-Speed Manual Transmission ,White Paint ,Black Upholstery ,Dual SU Carburetors ,14"" Powder-Coated Steel Wheels ,Cargo Tie-Downs ,Rear Mud Flaps ,Owner's Manual",https://bringatrailer.com/listing/1977-datsun-620-pickup-7/
10/31/22,FERRARI,488,2018,16093,10000,10k Miles,Not Sold,270000.0,ZFF80AMA3J0236544,"Chassis: ZFF80AMA3J0236544 ,10k Miles ,Twin-Turbocharged 3.9-Liter DOHC V8  ,Seven-Speed F1 Automatic Transaxle ,Rosso Corsa Paint ,Beige Tradizione Leather Upholstery ,20"" Alloy Wheels ,Carbon-Ceramic Brakes w/Yellow Calipers ,Scuderia Fender Shields ,KW Springs ,Automatic Climate Control ,Navigation ,Accident-Free Carfax Report",https://bringatrailer.com/listing/2018-ferrari-488-spider-10/
10/31/22,MERCEDES-BENZ,CL-CLASS,2012,77248,48000,48k Miles ,Sold,38500.0,WDDEJ7EB6CA029187,"Chassis: WDDEJ7EB6CA029187 ,48k Miles  ,Twin-Turbocharged 5.5-Liter V8 ,7-Speed Automatic Transmission ,Metallic Black Paint  ,Black Nappa Leather Upholstery ,20"" Forged AMG Wheels  ,Bi-Xenon Headlights w/Curve Illumination ,Distronic Plus Cruise Control ,Night View Assist ,Dynamic & Climatized Front Seats ,COMAND w/Navigation ,Harman Kardon Audio ,Manufacturer's Literature ,Reproduction Window Sticker",https://bringatrailer.com/listing/2012-mercedes-benz-cl-13/
10/31/22,FERRARI,328,1987,33796,21000,21k Miles Shown,Not Sold,95000.0,ZFFXA20A5H0071899,"Chassis: ZFFXA20A5H0071899 ,21k Miles Shown ,3.2-Liter V8 ,Five-Speed Manual Transaxle ,Limited-Slip Differential ,Rosso Corsa Paint ,Beige Leather Upholstery ,16"" Speedline Alloy Wheels ,Four-Wheel Ventilated Disc Brakes ,Integrated Fog Lights ,Pop-Up Headlights ,Air Conditioning ,Gated Shifter ,Power Windows ,Nakamichi Stereo ,Clean Carfax Report",https://bringatrailer.com/listing/1987-ferrari-328-gts-42/
10/31/22,FORD,F-SERIES 1992-1997,1996,133575,83000,83k Miles,Sold,25500.0,1FTEF14H1TNA15270,"Chassis: 1FTEF14H1TNA15270 ,83k Miles ,5.8-Liter V8 ,4-Speed Automatic Transmission ,Dual-Range Transfer Case ,Limited-Slip Rear Differential ,Manually Locking Front Hubs ,Dark Toreador Red Paint ,Opal Grey Cloth Upholstery ,Air Conditioning  ,Cruise Control ,AM/FM Cassette Stereo ,Electric Windows, Locks, & Mirrors ,Deluxe Marti Report ,Window Sticker ,Manufacturer's Literature ,Clean Carfax Report",https://bringatrailer.com/listing/1996-ford-f-150-18/
10/31/22,PORSCHE,997 911,2006,59545,37000,37k Miles,Sold,44000.0,WP0AA29966S715747,"Chassis: WP0AA29966S715747 ,37k Miles ,3.6-Liter Flat-Six ,Six-Speed Manual Transaxle ,Black Paint ,Sand Beige Leather Upholstery ,18"" Five-Spoke Wheels ,Sunroof ,Bi-Xenon Headlights ,Aluminum Pedal Covers ,Automatic Climate Control ,Alpine Touchscreen Infotainment w/Navigation ,Deployable Rear Spoiler ,Factory Literature ,Partial Service Records ,Clean Carfax",https://bringatrailer.com/listing/2006-porsche-911-carrera-coupe-7/
10/31/22,MERCEDES-BENZ,R230 SL,2003,46670,29000,29k Miles,Not Sold,20750.0,WDBSK75FX3F016828,"Chassis: WDBSK75FX3F016828 ,29k Miles ,5.0-Liter V8 ,Brabus Exhaust System ,Five-Speed Automatic Transmission ,Black Paint ,Beige Leather Upholstery   ,Power-Folding Hardtop  ,20"" Brabus Alloy Wheels ,Brabus Bodywork & Badging ,Xenon Headlights ,Brabus Body Kit ,Heated Power-Adjustable Seats ,Cruise Control ,Bose Audio System ,COMAND w/Navigation ,Keyless Go ,Clean Carfax Report",https://bringatrailer.com/listing/2003-mercedes-benz-sl500-198/
10/31/22,VOLVO,ERA2000S,2006,35405,22000,22k Miles,Sold,17000.0,YV1MC68296J004692,"Chassis: YV1MC68296J004692 ,22k Miles ,Turbocharged 2.5-Liter Inline-Five ,Five-Speed Automatic Transaxle ,Celestial Blue Metallic Paint ,Calcite Cream Leather Upholstery ,17"" Alloy Wheels ,Premium Package ,Climate Package ,Wind Deflector ,Heated & Power-Adjustable Front Seats ,Cruise Control ,Premium Six-Disc CD Stereo ,Manufacturer's Literature  ,Window Sticker ,Clean Carfax Report",https://bringatrailer.com/listing/2006-volvo-c70-4/
10/31/22,PORSCHE,991 TURBO,2014,40233,25000,25k Miles,Sold,124500.0,WP0AD2A96ES166486,"Chassis: WP0AD2A96ES166486 ,25k Miles ,Twin-Turbocharged 3.8L Flat-Six ,Seven-Speed Dual-Clutch Transaxle ,Limited-Slip Differential ,Black Paint ,Black Leather Upholstery ,20"" Turbo S Center-Lock Wheels ,Porsche Ceramic Composite Brakes ,Sport Chrono Package ,H&R Springs ,LED Headlights w/PDLS+  ,ParkAssist w/Backup Camera ,Automatic Climate Control ,Tubi-Style Exhaust ,Heated & Ventilated Front Seats ,Burmester Sound System ,Window Sticker ,Manufacturer's Literature  ,Service Records ,Clean Carfax Report",https://bringatrailer.com/listing/2014-porsche-911-turbo-s-coupe-13/
10/31/22,MERCEDES-BENZ,SLS AMG,2011,5632,3500,"3,500 Miles",Sold,236000.0,WDDRJ7HA0BA005048,"Chassis: WDDRJ7HA0BA005048 ,3,500 Miles ,6.2-Liter V8 ,Seven-Speed Dual-Clutch Automatic Transaxle ,Limited-Slip Differential ,Alubeam Silver Paint ,Classic Red designo Leather Upholstery ,Gullwing Doors ,Speed-Activated Rear Spoiler ,19' & 20"" AMG Wheels ,Bi-Xenon Headlights ,COMAND Infotainment w/Navigation ,Bang & Olufsen Sound System ,Dual-Zone Automatic Climate Control ,Window Sticker ,Clean Carfax Report",https://bringatrailer.com/listing/2011-mercedes-benz-sls-amg-27/
10/31/22,PORSCHE,LONGHOOD 911,1970,136793,85000,"85k Miles Shown, TMU",Sold,97000.0,9110121800,"Chassis: 9110121800 ,85k Miles Shown, TMU ,Replacement 2.2L Flat-Six ,Dual Zenith Carburetors ,Five-Speed Manual Transaxle ,Repainted Burgundy ,Black Vinyl Upholstery ,Fuchs-Style 15"" Alloy Wheels ,Four-Wheel Disc Brakes ,Heater ,Becker Europa Radio ,Partial Service Records",https://bringatrailer.com/listing/1970-porsche-911t-45/
10/31/22,BMW,E63/E64 M6,2009,38624,24000,24k Miles,Sold,63500.0,WBSEK93549CY80197,"Chassis: WBSEK93549CY80197 ,24k Miles ,5.0-Liter V10 ,Six-Speed Manual Transmission ,Variable M Differential Lock ,Black Sapphire Metallic Paint ,Indianapolis Red Merino Leather Upholstery ,19"" Style 167M Wheels ,Black Soft Top ,Dynamic Stability Control ,Park Distance Control ,iDrive w/Navigation ,Comfort Access ,Heated Front Seats ,Head-Up Display ,Clean Carfax Report",https://bringatrailer.com/listing/2009-bmw-m6-convertible-4/
10/31/22,PORSCHE,911 CARRERA 3.2,1985,106216,66000,66k Miles Shown,Sold,55000.0,WP0EB0914FS170967,"Chassis: WP0EB0914FS170967 ,66k Miles Shown ,3.2-Liter Flat-Six ,915 Five-Speed Manual Transaxle ,Prussian Blue Metallic Paint ,Blue Leather Upholstery ,Blue Soft Top ,15″ Fuchs Alloy Wheels ,Rear Spoiler ,Power-Adjustable Front Seats ,Short-Throw Shifter ,Power Windows ,Aftermarket Stereo & Speakers ,Air Conditioning",https://bringatrailer.com/listing/1985-porsche-911-carrera-cabriolet-10/
10/31/22,TOYOTA,LAND CRUISER FJ40,1994,79000,49088,"79k Kilometers (~48k Miles) Shown, TMU ",Not Sold,35555.0,9BRBJ0030R1001242,"Chassis: 9BRBJ0030R1001242 ,79k Kilometers (~48k Miles) Shown, TMU  ,3.7-Liter Diesel Inline-Four ,H55f 5-Speed Manual Transmission  ,Dual-Range Transfer Case  ,Repainted in Black  ,Brown Vinyl Upholstery  ,17"" Steel Wheels  ,Roof Rack & Front Brush Guard  ,Auxiliary Lighting  ,Seven Passenger Seating  ,Vintage Air System  ,Front Disc Brakes  ,Import Documents",https://bringatrailer.com/listing/1994-toyota-bandeirante-3/
10/31/22,FORD,THUNDERBIRD,1965,64373,40000,"40k Miles Shown, TMU",Sold,11750.0,5Y87Z159272,"Chassis: 5Y87Z159272 ,40k Miles Shown, TMU ,390ci V8 ,Three-Speed Automatic Transmission ,Emberglo Metallic ,Parchment Vinyl Upholstery   ,Beige Landau Top ,15"" Steel Wheel w/Covers ,Power-Assisted Steering & Brakes ,Fender Skirts ,Push-Button Radio ,Power Windows & Door Locks",https://bringatrailer.com/listing/1965-ford-thunderbird-37/
10/31/22,HONDA,MOTORCYCLES,1976,40233,25000,25k Miles Shown,Sold,4900.0,GL12008163,"Chassis: GL12008163 ,25k Miles Shown ,Liquid-Cooled 999cc Flat-Four ,Five-Speed Transmission ,Enclosed Driveshaft ,Yellow Paint ,Black Two-Up Seat ,Triple Disc Brakes ,Four-Into-Two Exhaust System ,Electric Starter ,Removable Kickstarter ,Passenger Grab Handle ,Center & Side Stands ,Tool Kit",https://bringatrailer.com/listing/1975-honda-gl1000/
10/31/22,FORD,ERA1980S,1983,24140,15000,15k Miles Shown,Sold,16000.0,1FDYD80U9DVA40557,"Chassis: 1FDYD80U9DVA40557 ,15k Miles Shown ,10.4-Liter Turbodiesel V8 ,Five-Speed Automatic Transmission ,Red Paint ,Black Vinyl Upholstery ,20″ Alloy Wheels ,Emergency Lights & Sirens ,Public Address System ,Darley Water Pump ,Rockwood Foam Proportioning System ,Hurst Jaws of Life Rescue System ,Water Hoses ,Ladders ,Clean Carfax Report",https://bringatrailer.com/listing/1983-ford-c8000-cab-over-fire-truck/
10/31/22,BMW,I8,2015,127137,79000,79k Miles ,Not Sold,45500.0,WBY2Z2C56FV391621,"Chassis: WBY2Z2C56FV391621 ,79k Miles  ,Turbocharged 1.5-Liter Inline-Three ,Six-Speed Automatic Transaxle ,Electric Motor w/2-Speed Automatic Transmission ,7.1-kWh Lithium-Ion Battery ,Protonic Blue Paint/Frozen Gray ,Carum Spice Gray Leather Upholstery ,Pure Impulse World Package ,20"" Alloy Wheels ,Butterfly Doors ,Park Distance Control ,LED Lighting w/Cornering ,Heated & Power-Adjustable Front Seats ,iDrive Infotainment w/Navigation ,Harman Kardon Professional Audio ,Manufacturer's Literature ,Reproduction Window Sticker ,Carfax Report",https://bringatrailer.com/listing/2015-bmw-i8-23/
10/31/22,BMW,E9 COUPE,1973,46000,28583,"46k Kilometers (~29k Miles) Shown, TMU",Sold,78500.0,2263900,"Chassis: 2263900 ,46k Kilometers (~29k Miles) Shown, TMU ,Fuel-Injected 3.0L Inline-Six  ,Five-Speed Manual Transmission ,Fjord Blue Paint ,White Leather Upholstery  ,14"" Wheels ,Power Windows  ,Air Conditioning ,Wood Trim ,Clarion AM/FM Stereo",https://bringatrailer.com/listing/1973-bmw-3-0csi-29/
10/31/22,MG,ERA1930S,1937,1,1,"1 Mile Shown, TMU",Sold,8888.0,TA2105,"Chassis: TA2105 ,1 Mile Shown, TMU ,1,292cc MPJG Inline-Four ,Four-Speed Manual Transmission ,Black Paint ,Red Upholstery ,19"" Wire-Spoke Knock-Off Wheels ,A-Pillar Spotlight ,Rear-Mounted Spare Wheel ,Banjo-Style Steering Wheel ,Wooden Dashboard ,Jaeger Instrumentation",https://bringatrailer.com/listing/1937-mg-ta-2/
10/31/22,FORD,FOX-BODY MUSTANG,1989,2735,1700,"1,700 Miles Shown",Not Sold,56000.0,1FABP40E5KF289079,"Chassis: 1FABP40E5KF289079 ,1,700 Miles Shown ,302ci V8 ,Five-Speed Manual Transmission ,Limited-Slip Differential ,Black Paint ,Scarlet Red Cloth Upholstery ,Special Value Equipment Group ,Handling Suspension Package ,Power Windows & Locks ,Premium Sound System ,Air Conditioning ,15"" Alloy Wheels ,Cassette Stereo ,Cruise Control ,Window Sticker ,Clean Carfax Report",https://bringatrailer.com/listing/1989-ford-mustang-32/
10/31/22,PORSCHE,911SC,1980,197948,123000,"123k Miles Shown, TMU",Sold,80500.0,91A0131861,"Chassis: 91A0131861 ,123k Miles Shown, TMU ,3.6-Liter VarioRam Flat-Six ,Five-Speed Manual Transmission ,Silver Paint ,Black Upholstery ,16"" Fuchs-Style Wheels ,Carrera Side Graphics ,Whale-Tail Spoiler ,RS-Style Door Panels ,Blaupunkt CD Stereo ,Power Windows ,Sparco Seats ,Roll Bar ,Wevo Shifter ,Five-Point Harness",https://bringatrailer.com/listing/1980-porsche-911sc-79/
10/31/22,NISSAN,370Z,2015,6276,3900,"3,900 Miles",Sold,56000.0,JN1AZ4EH4FM441862,"Chassis: JN1AZ4EH4FM441862 ,3,900 Miles ,3.7-Liter VQ37 V6 ,6-Speed Manual Transmission ,SynchroRev Match ,Limited-Slip Differential ,NISMO Engine & Exhaust Tuning ,Magnetic Black Paint ,Two-Tone Leather & Alcantara Upholstery ,19"" RAYS Forged Alloy Wheels ,NISMO-Tuned Suspension ,NISMO Aerodynamic Body Kit ,Automatic Climate Control ,Bose Sound System ,Navigation ,Clean Carfax Report",https://bringatrailer.com/listing/2015-nissan-370z-5/
